Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
125	74	0	1.36560516	-0.0207144211	-0.0199890327	-0.0207884606	-0.0192605908	0.000194886394	0.0022868919	0	100	0	0	3
126	75	0	1.37653	-0.0206254631	-0.0200077645	-0.0207884606	-0.0192605908	0.000194886394	0.0022868919	0	100	0	0	3
127	75	0	1.38745485	-0.0202368294	-0.020027421	-0.0207884606	-0.0192605908	0.000194886394	0.0022868919	0	100	0	0	3
128	76	0	1.39837969	-0.0196527885	-0.0200341042	-0.0207884606	-0.0192605908	0.000194886394	0.0022868919	0	100	0	0	3
129	77	0	1.40930453	-0.019212703	-0.0200236974	-0.0207884606	-0.019212703	0.000194886394	0.0022868919	0	100	0	0	3
130	77	0	1.42022937	-0.0192965325	-0.0200027918	-0.0207884606	-0.019212703	0.000193032914	0.0022868919	0	100	0	0	3
131	78	0	1.43115421	-0.019730362	-0.0199797896	-0.0207538717	-0.019212703	0.000185080532	0.0022868919	0	100	0	0	3
132	78	0	1.44207905	-0.0202659969	-0.0199705342	-0.0207538717	-0.019212703	0.000172763677	0.0022868919	0	100	0	0	3
133	79	0	1.45300389	-0.020695015	-0.0199789047	-0.0207538717	-0.019212703	0.000166231933	0.0022868919	0	100	0	0	3
134	80	0	1.46392873	-0.0205460891	-0.0199966355	-0.0207538717	-0.019212703	0.000166231933	0.0022868919	0	100	0	0	3
135	80	0	1.47485358	-0.0201279645	-0.0200150232	-0.0207538717	-0.019212703	0.000166231933	0.0022868919	0	100	0	0	3
136	81	0	1.48577842	-0.019626399	-0.0200219895	-0.0207538717	-0.019212703	0.000166231933	0.0022868919	0	100	0	0	3
137	81	0	1.49670326	-0.0192293997	-0.0200121921	-0.0207538717	-0.019212703	0.000164823236	0.0022868919	0	100	0	0	3
138	82	0	1.5076281	-0.0193001953	-0.0199919485	-0.0207538717	-0.019212703	0.000153122799	0.0022868919	0	100	0	0	3
139	83	0	1.51855294	-0.0196902687	-0.0199688267	-0.0207265422	-0.019212703	0.000148861761	0.0022868919	0	100	0	0	3
140	83	0	1.52947778	-0.0202114452	-0.0199587772	-0.0207265422	-0.019212703	0.000148861761	0.0022868919	0	100	0	0	3
141	84	0	1.54040262	-0.020609399	-0.019964991	-0.0207265422	-0.019212703	0.000148861761	0.0022868919	0	100	0	0	3
