Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
126	75	0	1.37653	293.199929	293.199931	293.199928	293.199933	5.26496467e-06	3.13154138e-06	0	0	0	0	3
127	75	0	1.38745485	293.199929	293.199931	293.199928	293.199933	5.26496467e-06	3.13154138e-06	0	0	0	0	3
128	76	0	1.39837969	293.199931	293.199931	293.199928	293.199933	5.26496467e-06	3.13154138e-06	0	0	0	0	3
129	77	0	1.40930453	293.199933	293.199931	293.199928	293.199933	4.81572869e-06	3.13154138e-06	0	0	0	0	3
130	77	0	1.42022937	293.199932	293.199931	293.199928	293.199933	3.87983812e-06	3.13154138e-06	0	0	0	0	3
131	78	0	1.43115421	293.199932	293.199931	293.199928	293.199933	3.00794568e-06	3.13154138e-06	0	0	0	0	3
132	78	0	1.44207905	293.199931	293.199931	293.199928	293.199933	2.3139898e-06	3.13154138e-06	0	0	0	0	3
133	79	0	1.45300389	293.199929	293.199931	293.199928	293.199933	1.7794481e-06	3.13154138e-06	0	0	0	0	3
134	80	0	1.46392873	293.199929	293.199931	293.199928	293.199933	1.37647436e-06	3.13154138e-06	0	0	0	0	3
135	80	0	1.47485358	293.199929	293.199931	293.199928	293.199933	1.0705092e-06	3.13154138e-06	0	0	0	0	3
136	81	0	1.48577842	293.199931	293.199931	293.199928	293.199933	8.10517349e-07	3.13154138e-06	0	0	0	0	3
137	81	0	1.49670326	293.199933	293.199931	293.199928	293.199933	6.00294186e-07	3.13154138e-06	0	0	0	0	3
138	82	0	1.5076281	293.199932	293.199931	293.199928	293.199933	4.736699e-07	3.13154138e-06	0	0	0	0	3
139	83	0	1.51855294	293.199933	293.199931	293.199928	293.199933	3.6539825e-07	3.13154138e-06	0	0	0	0	3
140	83	0	1.52947778	293.199932	293.199931	293.199928	293.199933	3.6487404e-07	3.13154138e-06	0	0	0	0	3
141	84	0	1.54040262	293.19993	293.199931	293.199928	293.199933	3.6487404e-07	3.13154138e-06	0	0	0	0	3
